CCCNC(=O)c1ccccc1N*;S(=O)(=O)(c1ccc(SC)cc1);CCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc(SC)cc1
CCOc1ccccc1NC(=O)CO*;C(=O)(c1sc(C)nc1C);CCOc1ccccc1NC(=O)COC(=O)c1sc(C)nc1C
Cc1cc(Br)cc(C)c1*;O(CC(=O)OCC1CC1);Cc1cc(Br)cc(C)c1OCC(=O)OCC1CC1
C[C@H](C(=O)Nc1ccc(Cl)cc1)*;S(c1nc(N)cc(N)n1);C[C@@H](Sc1nc(N)cc(N)n1)C(=O)Nc1ccc(Cl)cc1
Cc1[nH]n(-c2ccccc2)c(=O)c1*;S(c1n[nH]c(=O)[nH]c1=O);Cc1[nH]n(-c2ccccc2)c(=O)c1Sc1n[nH]c(=O)[nH]c1=O
O=C(C*)NCc1ccc(F)cc1;O(C(=O)Cc1ccsc1);O=C(COC(=O)Cc1ccsc1)NCc1ccc(F)cc1
Cc1ccccc1OCC*;C(C(=O)Nc1ccccc1);Cc1ccccc1OCCCC(=O)Nc1ccccc1
CC(=O)Nc1cc(Cl)ccc1O*;S(=O)(=O)(c1ccc(F)cc1);CC(=O)Nc1cc(Cl)ccc1OS(=O)(=O)c1ccc(F)cc1
CCOC(=O)c1ccccc1N*;C(=O)(c1cccc(OC)c1);CCOC(=O)c1ccccc1NC(=O)c1cccc(OC)c1
CCOc1ccc(Br)cc1S(=O)(=O)*;N(CCc1ccccc1);CCOc1ccc(Br)cc1S(=O)(=O)NCCc1ccccc1
COc1ccc(S(=O)(=O)N(C)C)cc1N*;C(=O)(c1ccccc1Cl);COc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccc1Cl
CCc1c(C)cc(C)cc1*;O(C[C@H](O)C[NH2+]C(C)C);CCc1c(C)cc(C)cc1OC[C@H](O)C[NH2+]C(C)C
O=c1oc2ccccc2n1C*;C(Oc1ccc(Cl)cc1);O=c1oc2ccccc2n1CCOc1ccc(Cl)cc1
CC(C)(Oc1ccc(Cl)cc1)C(=O)*;N(Cc1ccccc1F);CC(C)(Oc1ccc(Cl)cc1)C(=O)NCc1ccccc1F
C[C@@H](Oc1ccccc1C#N)C(=O)*;N(c1ccc(N(C)C)cc1);C[C@@H](Oc1ccccc1C#N)C(=O)Nc1ccc(N(C)C)cc1
O=C(NCCN*)c1ccccc1Cl;C(=O)(c1ccccc1Cl);O=C(NCCNC(=O)c1ccccc1Cl)c1ccccc1Cl
Oc1ccc(Cl)cc1C*;N(c1[nH+]cc(Br)cc1Br);Oc1ccc(Cl)cc1CNc1[nH+]cc(Br)cc1Br
O=C(OCC(=O)c1ccc(F)cc1)*;C(CC(=O)c1cccs1);O=C(CCC(=O)c1cccs1)OCC(=O)c1ccc(F)cc1
C[C@H](OC(=O)c1ccc(Br)o1)*;C(=O)(N1CCc2ccccc21);C[C@H](OC(=O)c1ccc(Br)o1)C(=O)N1CCc2ccccc21
O=C(Nc1ccc(F)cc1F)*;C(c1ccc(F)cc1F);O=C(Cc1ccc(F)cc1F)Nc1ccc(F)cc1F
O[C@@H](C*)c1ccc(Cl)cc1;C(Sc1ccc(Cl)cc1);O[C@@H](CCSc1ccc(Cl)cc1)c1ccc(Cl)cc1
C[C@H](NC(=O)*)c1ccccc1;C(NC(=O)c1ccco1);C[C@H](NC(=O)CNC(=O)c1ccco1)c1ccccc1
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O*)C2;C(CNc1ccccc1);CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OCCNc1ccccc1)C2
O=C(C*)N1CCN(c2ccccc2)CC1;S(=O)(=O)(c1ccccc1);O=C(CS(=O)(=O)c1ccccc1)N1CCN(c2ccccc2)CC1
O=C([C@H]1CC=CC[C@H]1C(=O)[O-])*;N(c1cccc(Cl)c1Cl);O=C(Nc1cccc(Cl)c1Cl)[C@H]1CC=CC[C@H]1C(=O)[O-]
COc1ccc(Cl)cc1NC(=O)[C@@H](C)*;O(C(=O)c1ccccc1);COc1ccc(Cl)cc1NC(=O)[C@@H](C)OC(=O)c1ccccc1
CCC[C@H](C)C(=O)OC*;C(=O)(c1cccc(Cl)c1);CCC[C@H](C)C(=O)OCC(=O)c1cccc(Cl)c1
O=C(C*)NC[C@H]1CCCO1;S(c1ncnc2[nH]cnc12);O=C(CSc1ncnc2[nH]cnc12)NC[C@H]1CCCO1
O=C(Nc1ccccc1)*;C(Sc1ccc(Cl)cc1);O=C(CSc1ccc(Cl)cc1)Nc1ccccc1
C=CCc1cc(C)ccc1O*;C(CC[NH+]1C[C@H](C)O[C@H](C)C1);C=CCc1cc(C)ccc1OCCC[NH+]1C[C@H](C)O[C@H](C)C1
COc1cc(N)c(Cl)cc1*;N(C(=O)c1ccccc1);COc1cc(N)c(Cl)cc1NC(=O)c1ccccc1
C[C@H](NC(=O)*)c1ccc(O)cc1;C(CC(=O)c1ccc(Cl)cc1);C[C@H](NC(=O)CCC(=O)c1ccc(Cl)cc1)c1ccc(O)cc1
C[C@@H]1CC(=O)Nc2ccccc2N1*;C(=O)(CSc1ncccn1);C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)CSc1ncccn1
CCOc1ccccc1CN*;C(=O)(c1c(Cl)cnn1CC);CCOc1ccccc1CNC(=O)c1c(Cl)cnn1CC
O=C(OCc1nc2ccccc2s1)*;C(c1cn2ccsc2n1);O=C(Cc1cn2ccsc2n1)OCc1nc2ccccc2s1
COCCNC(=O)[C@@H](N*)C(C)C;C(=O)(c1ccc(Cl)cc1);COCCNC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C
CC(C)[C@H](c1ccc(Cl)cc1)*;C(C[NH2+]Cc1ccccn1);CC(C)[C@@H](CC[NH2+]Cc1ccccn1)c1ccc(Cl)cc1
O=C(Cc1cccc(F)c1)*;N(Cc1ccc(F)cc1);O=C(Cc1cccc(F)c1)NCc1ccc(F)cc1
O=C(C*)Nc1ccccc1F;O(C(=O)Cc1ccc(F)cc1);O=C(COC(=O)Cc1ccc(F)cc1)Nc1ccccc1F
Cc1cccc(C)c1OC*;C(=O)(NCc1ccccn1);Cc1cccc(C)c1OCC(=O)NCc1ccccn1
CCOC(=O)[C@H]1CCCC[NH+]1*;C(n1nnc2ccccc12);CCOC(=O)[C@H]1CCCC[NH+]1Cn1nnc2ccccc21
COC(=O)c1scc(C)c1N*;C(=O)(c1c(F)cccc1F);COC(=O)c1scc(C)c1NC(=O)c1c(F)cccc1F
COc1ccccc1OCCO*;C(=O)(Nc1ccc(Cl)c(Cl)c1);COc1ccccc1OCCOC(=O)Nc1ccc(Cl)c(Cl)c1
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)*;N([C@H](C)c1ccncc1);C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)N[C@H](C)c1ccncc1
C[C@@H](Sc1nnc2ccccn12)C(=O)*;N(c1ccc(Cl)cc1Cl);C[C@@H](Sc1nnc2ccccn12)C(=O)Nc1ccc(Cl)cc1Cl
CCOc1ccc(Cl)cc1*;S(=O)(=O)(NC1CCCCC1);CCOc1ccc(Cl)cc1S(=O)(=O)NC1CCCCC1
Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)*;N([C@@H](C)c1ccccc1);Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)N[C@@H](C)c1ccccc1
O=C(Nc1ccc(OC(F)(F)F)cc1)*;N(c1nnc(C2CC2)s1);O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1nnc(C2CC2)s1
C(=O)(c1ccc2c(c1)OCCO2)*;CSc1nnc(SC)s1;CSc1nnc(SCC(=O)c2ccc3c(c2)OCCO3)s1
CO[C@@H](C(=O)*)c1ccccc1;N(CCSc1ccc(C)cc1);CO[C@@H](C(=O)NCCSc1ccc(C)cc1)c1ccccc1
CC(C)n1nnnc1S*;C(C(=O)N1CCOCC1);CC(C)n1nnnc1SCC(=O)N1CCOCC1
COc1cc(C(C)=O)ccc1O*;C(C(=O)Nc1cc(F)ccc1F);COc1cc(C(C)=O)ccc1OCC(=O)Nc1cc(F)ccc1F
C[C@@H]([C@@H]1COc2ccccc2O1)*;N(C(=O)c1ccc(Cl)cc1Cl);C[C@H](NC(=O)c1ccc(Cl)cc1Cl)[C@@H]1COc2ccccc2O1
O=C(N*)c1noc2c1CCCC2;C(CCn1cc(Br)cn1);O=C(NCCCn1cc(Br)cn1)c1noc2c1CCCC2
O=C(Nc1ccccc1*)c1ccccc1;C(=O)(NC[C@@H]1CCCO1);O=C(Nc1ccccc1C(=O)NC[C@@H]1CCCO1)c1ccccc1
O=C(OC*)c1cc(Cl)cc(Cl)c1;C(=O)(N1CCCCCC1);O=C(OCC(=O)N1CCCCCC1)c1cc(Cl)cc(Cl)c1
O=C([O-])c1cccc(*)c1;S(=O)(=O)(NCC(F)(F)F);O=C([O-])c1cccc(S(=O)(=O)NCC(F)(F)F)c1
O=C(Nc1ccc2c(c1)OCO2)*;N(Cc1ccc(Cl)c(Cl)c1);O=C(NCc1ccc(Cl)c(Cl)c1)Nc1ccc2c(c1)OCO2
COc1cccc(OC)c1C(=O)*;N(c1ccc(I)cc1C(F)(F)F);COc1cccc(OC)c1C(=O)Nc1ccc(I)cc1C(F)(F)F
O=C(c1cc(-c2ccc(O)cc2)on1)*;N(CCCn1ccnc1);O=C(NCCCn1ccnc1)c1cc(-c2ccc(O)cc2)on1
O=C(NCc1ccc(-n2cccc2)cc1)*;C(Oc1ccc(Br)cc1);O=C(COc1ccc(Br)cc1)NCc1ccc(-n2cccc2)cc1
C[C@H](N*)C12CC3CC(CC(C3)C1)C2;C(=O)(NC1CCCCC1);C[C@H](NC(=O)NC1CCCCC1)C12CC3CC(CC(C3)C1)C2
O=C(Nc1cccc(C(F)(F)F)c1)*;N(c1nnc(C(F)(F)F)s1);O=C(Nc1cccc(C(F)(F)F)c1)Nc1nnc(C(F)(F)F)s1
C[C@H]1CCCC[C@H]1NC(=O)*;C(Oc1ccc(Cl)cc1Cl);C[C@H]1CCCC[C@H]1NC(=O)COc1ccc(Cl)cc1Cl
CC(C)[C@H]([C@@H]1CCOC(C)(C)C1)*;C(C(=O)N1CCOCC1);CC(C)[C@@H](CC(=O)N1CCOCC1)[C@@H]1CCOC(C)(C)C1
[NH2+]=c1oc2cc(O)ccc2cc1*;C(=O)(Nc1ccccn1);[NH2+]=c1oc2cc(O)ccc2cc1C(=O)Nc1ccccn1
Cc1c(Cl)cccc1NC(=O)CO*;C(=O)(c1ccccc1F);Cc1c(Cl)cccc1NC(=O)COC(=O)c1ccccc1F
NC(=O)c1ccccc1NC(=O)*;N(c1cccc2ccccc12);NC(=O)c1ccccc1NC(=O)Nc1cccc2ccccc12
O=C(Nc1ccccc1N1CCOCC1)*;C(Oc1ccc(F)cc1);O=C(COc1ccc(F)cc1)Nc1ccccc1N1CCOCC1
Cc1cccc(C)c1OC*;C(=O)(NC1CCCCC1);Cc1cccc(C)c1OCC(=O)NC1CCCCC1
C[C@@H](Oc1ccc(C(N)=O)cc1)*;C(=O)(Nc1ccccc1);C[C@@H](Oc1ccc(C(N)=O)cc1)C(=O)Nc1ccccc1
COc1ccccc1CC*;C(=O)(c1cccc(Br)c1);COc1ccccc1CCC(=O)c1cccc(Br)c1
Cc1ccc2c(c1)N(*)C(=O)[C@H](C)O2;C(C(=O)NC[C@@H]1CCCO1);Cc1ccc2c(c1)N(CC(=O)NC[C@@H]1CCCO1)C(=O)[C@H](C)O2
O=C1c2ccccc2S(=O)(=O)N1*;C(CCc1ccccc1);O=C1c2ccccc2S(=O)(=O)N1CCCc1ccccc1
CS(=O)(=O)N(C*)c1cccc(F)c1;C(=O)(NC1CCCCCC1);CS(=O)(=O)N(CC(=O)NC1CCCCCC1)c1cccc(F)c1
CCc1ccccc1NC(=O)C*;O(c1ccc(C)cc1C);CCc1ccccc1NC(=O)COc1ccc(C)cc1C
O=C(Nc1nc(-c2ccc(F)cc2)cs1)*;C(Sc1ccc(Cl)cc1);O=C(CSc1ccc(Cl)cc1)Nc1nc(-c2ccc(F)cc2)cs1
CCOc1ccccc1N*;S(=O)(=O)(c1ccccc1);CCOc1ccccc1NS(=O)(=O)c1ccccc1
C[C@@H]1CCCC[C@H]1NC(=O)C*;S(c1nnc(C2CC2)n1N);C[C@@H]1CCCC[C@H]1NC(=O)CSc1nnc(C2CC2)n1N
O=C(CNC(=O)OCc1ccccc1)*;N(C1(C(=O)[O-])CCCC1);O=C(CNC(=O)OCc1ccccc1)NC1(C(=O)[O-])CCCC1
C[C@@H](Cc1ccccc1)NC(=O)*;C(n1cnc2ccccc2c1=O);C[C@@H](Cc1ccccc1)NC(=O)Cn1cnc2ccccc2c1=O
Cc1ccc2c(c1)N(C*)C(=O)[C@H](C)O2;C(=O)(Nc1cccc(F)c1);Cc1ccc2c(c1)N(CC(=O)Nc1cccc(F)c1)C(=O)[C@H](C)O2
O=S(=O)(c1cccc(Br)c1)*;N(c1ccc(F)cc1F);O=S(=O)(Nc1ccc(F)cc1F)c1cccc(Br)c1
O=C(NCc1cccc(Cl)c1)*;C(OC(=O)c1ccccc1);O=C(COC(=O)c1ccccc1)NCc1cccc(Cl)c1
Cn1nnnc1SCC(=O)*;N(c1ccc2c(c1)CCC2);Cn1nnnc1SCC(=O)Nc1ccc2c(c1)CCC2
O[C@@H](C[NH2+]*)c1ccccc1;C(c1ccc2c(c1)OCO2);O[C@@H](C[NH2+]Cc1ccc2c(c1)OCO2)c1ccccc1
O=C([O-])[C@H]1CC=CC[C@H]1C(=O)*;N(Cc1ccc(Cl)c(Cl)c1);O=C([O-])[C@H]1CC=CC[C@H]1C(=O)NCc1ccc(Cl)c(Cl)c1
C=C(C)C[C@@H](c1ccccc1)*;N(C(C)=O)(c1ccco1);C=C(C)C[C@@H](c1ccccc1)N(C(C)=O)c1ccco1
C[C@H](Oc1ccc(Cl)cc1Cl)*;C(=O)(Nc1ccccc1CO);C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccccc1CO
O=C(COC(=O)CCc1ccccc1)*;N(c1ccc2c(c1)OCO2);O=C(COC(=O)CCc1ccccc1)Nc1ccc2c(c1)OCO2
CC[C@@H](N*)c1ccccc1;C(=O)(Cc1ccc(F)cc1);CC[C@@H](NC(=O)Cc1ccc(F)cc1)c1ccccc1
COc1ccccc1C(=O)*;N(c1sc(C)c(C)c1C#N);COc1ccccc1C(=O)Nc1sc(C)c(C)c1C#N
N#Cc1ccccc1C*;S(c1nc(N)cc(N)n1);N#Cc1ccccc1CSc1nc(N)cc(N)n1
C[C@H](CN*)NC(=O)c1ccc(Cl)cc1;C(=O)(c1ccc(Cl)cc1);C[C@H](CNC(=O)c1ccc(Cl)cc1)NC(=O)c1ccc(Cl)cc1
O=C(O*)c1ccncc1;C(c1c(Cl)cccc1Cl);O=C(OCc1c(Cl)cccc1Cl)c1ccncc1
CCN(C(=O)*)c1ccccc1;N(c1c[nH]c2ccccc12);CCN(C(=O)Nc1c[nH]c2ccccc12)c1ccccc1
CC(C)c1ccccc1OCC(=O)*;N(c1ccc(S(N)(=O)=O)cc1);CC(C)c1ccccc1OCC(=O)Nc1ccc(S(N)(=O)=O)cc1
CCc1cc2c(*)nc(C)nc2s1;N([C@@H](C(=O)[O-])[C@H](C)CC);CCc1cc2c(N[C@@H](C(=O)[O-])[C@H](C)CC)nc(C)nc2s1
CN(CC(=O)Nc1cccc(I)c1)*;S(=O)(=O)(c1ccccc1);CN(CC(=O)Nc1cccc(I)c1)S(=O)(=O)c1ccccc1
O=C(C*)Nc1cc(Cl)ccc1Cl;S(c1nc2ccccc2[nH]1);O=C(CSc1nc2ccccc2[nH]1)Nc1cc(Cl)ccc1Cl
C[C@H]1CCC[C@@H](C)[NH+]1C[C@@H](C)*;O(C(=O)c1cccc(Br)c1);C[C@H]1CCC[C@@H](C)[NH+]1C[C@@H](C)OC(=O)c1cccc(Br)c1
C[C@@H](C(=O)N(C)Cc1ccccc1)*;S(c1nnc2ccccn12);C[C@H](Sc1nnc2ccccn12)C(=O)N(C)Cc1ccccc1
O=C(c1sc2cc(F)ccc2c1Cl)*;N(CC[NH+]1CCOCC1);O=C(NCC[NH+]1CCOCC1)c1sc2cc(F)ccc2c1Cl
Cc1nc2sc3c(c2c(=O)n1*)CCC3;N(C(=O)c1ccnn1C);Cc1nc2sc3c(c2c(=O)n1NC(=O)c1ccnn1C)CCC3
CS(=O)(=O)c1ccc2c(c1)NC(=O)CN2*;C(=O)(c1ccc(Cl)cc1);CS(=O)(=O)c1ccc2c(c1)NC(=O)CN2C(=O)c1ccc(Cl)cc1
Cc1ccccc1C(=O)*;N(c1ccc(Br)cc1Br);Cc1ccccc1C(=O)Nc1ccc(Br)cc1Br
C[C@@H](Oc1ccc(C#N)cc1)C(=O)*;N(C1(C#N)CCCCC1);C[C@@H](Oc1ccc(C#N)cc1)C(=O)NC1(C#N)CCCCC1
CCNC(=O)CN(c1ccc(Br)cc1)*;S(=O)(=O)(c1ccc(C)cc1);CCNC(=O)CN(c1ccc(Br)cc1)S(=O)(=O)c1ccc(C)cc1
C[C@@H](OC(=O)c1ccc(Cl)cc1N)C(=O)*;N(c1cccc(Cl)c1Cl);C[C@@H](OC(=O)c1ccc(Cl)cc1N)C(=O)Nc1cccc(Cl)c1Cl
O=C(Cc1ccccc1)*;N(CC[NH+]1CCOCC1);O=C(Cc1ccccc1)NCC[NH+]1CCOCC1
O=C([C@H]1CCCC[C@H]1C(=O)[O-])*;N(c1ccc2c(c1)OCCO2);O=C(Nc1ccc2c(c1)OCCO2)[C@H]1CCCC[C@H]1C(=O)[O-]
O=C(CC*)OCc1ccc(Cl)c(Cl)c1;C(=O)(c1ccc(F)cc1);O=C(CCC(=O)c1ccc(F)cc1)OCc1ccc(Cl)c(Cl)c1
O=C(c1cnc(N2CCCC2)nc1)*;N(CCc1ccc(Cl)cc1);O=C(NCCc1ccc(Cl)cc1)c1cnc(N2CCCC2)nc1
COc1ccccc1N*;C(=O)([C@@H]1C[C@H](C)OC1=O);COc1ccccc1NC(=O)[C@@H]1C[C@H](C)OC1=O
CCOc1ccccc1NC(=O)*;C(Sc1nc(CC)cc(=O)[nH]1);CCOc1ccccc1NC(=O)CSc1nc(CC)cc(=O)[nH]1
CSc1nsc(SC)c1N*;C(=O)(Nc1ccccc1);CSc1nsc(SC)c1NC(=O)Nc1ccccc1
O=C(CO*)NC[C@@H]1CCCO1;C(=O)(c1ccc(I)cc1);O=C(COC(=O)c1ccc(I)cc1)NC[C@@H]1CCCO1
CC(C)CNc1sc(S(C)(=O)=O)nc1*;S(=O)(=O)(c1ccc(Cl)cc1);CC(C)CNc1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(Cl)cc1
CCc1cccc(CC)c1N*;S(=O)(=O)(c1ccc(SC)cc1);CCc1cccc(CC)c1NS(=O)(=O)c1ccc(SC)cc1
O=C(CNC(=O)c1cccc(Cl)c1)*;O(Cc1ccc(Cl)cc1Cl);O=C(CNC(=O)c1cccc(Cl)c1)OCc1ccc(Cl)cc1Cl
C[C@@H]1CCCC[C@@H]1NC(=O)*;C(c1ccc(Cl)cc1Cl);C[C@@H]1CCCC[C@@H]1NC(=O)Cc1ccc(Cl)cc1Cl
CCOC(=O)c1ccccc1N*;C(=O)([C@@H](C)Sc1ccccc1);CCOC(=O)c1ccccc1NC(=O)[C@@H](C)Sc1ccccc1
CCOc1ccccc1O*;C(C(=O)Nc1nnc[nH]1);CCOc1ccccc1OCC(=O)Nc1nnc[nH]1
CCOc1cc(C#N)cc(Br)c1O*;C(=O)(c1cc2ccccc2o1);CCOc1cc(C#N)cc(Br)c1OC(=O)c1cc2ccccc2o1
C[NH+](C)C[C@H]1CCCC[C@H]1*;O(C(=O)c1ccccc1);C[NH+](C)C[C@H]1CCCC[C@H]1OC(=O)c1ccccc1
COc1cc(C)ccc1OC*;C(=O)(NC[C@@H]1CCCO1);COc1cc(C)ccc1OCC(=O)NC[C@@H]1CCCO1
COC(=O)c1sccc1N*;C(=O)(c1ccccc1Br);COC(=O)c1sccc1NC(=O)c1ccccc1Br
O=C(CO*)Nc1ccc2c(c1)CCC2;C(=O)(c1ccccc1Cl);O=C(COC(=O)c1ccccc1Cl)Nc1ccc2c(c1)CCC2
N#Cc1cc2c(nc1S*)CCC2;C(c1cccc(C(F)(F)F)c1);N#Cc1cc2c(nc1SCc1cccc(C(F)(F)F)c1)CCC2
COC(=O)[C@@H](NC(=O)*)c1ccccc1;C(Sc1nc(C)cc(C)n1);COC(=O)[C@@H](NC(=O)CSc1nc(C)cc(C)n1)c1ccccc1
Cc1cc(Cl)ccc1OCC*;C(C(=O)Nn1cnnc1);Cc1cc(Cl)ccc1OCCCC(=O)Nn1cnnc1
Cc1ccc(O*)c(Br)c1;C(C(=O)NCC[NH+](C)C);Cc1ccc(OCC(=O)NCC[NH+](C)C)c(Br)c1
CN(c1ccc(C(=O)[O-])cc1)*;S(=O)(=O)(c1ccccc1);CN(c1ccc(C(=O)[O-])cc1)S(=O)(=O)c1ccccc1
CCO/C=C\[C@](O)(C*)C(F)(F)F;N(C(=O)c1ccncc1);CCO/C=C\[C@](O)(CNC(=O)c1ccncc1)C(F)(F)F
O=C(NCCc1ccccc1)*;C(c1ccc(Cl)c(Cl)c1);O=C(Cc1ccc(Cl)c(Cl)c1)NCCc1ccccc1
CC(=O)Oc1ccccc1*;C(=O)(N(C(C)C)C(C)C);CC(=O)Oc1ccccc1C(=O)N(C(C)C)C(C)C
CS(=O)(=O)N(c1ccc(F)cc1)*;C(C(=O)NC1CCCCCC1);CS(=O)(=O)N(CC(=O)NC1CCCCCC1)c1ccc(F)cc1
O=c1oc2ccccc2n1CC*;C(Oc1ccc(Cl)cc1);O=c1oc2ccccc2n1CCCOc1ccc(Cl)cc1
O=C(Nc1ccc(Cl)cc1C(F)(F)F)*;C(Oc1ccccc1Cl);O=C(COc1ccccc1Cl)Nc1ccc(Cl)cc1C(F)(F)F
CCOc1ccccc1NC(=O)*;C(Cc1ccc(C)cc1);CCOc1ccccc1NC(=O)CCc1ccc(C)cc1
CCN(C(=O)[C@H](C)*)c1ccccc1;O(c1ccccc1C#N);CCN(C(=O)[C@H](C)Oc1ccccc1C#N)c1ccccc1
C[NH2+]Cc1cccc(OC)c1*;O(Cc1ccc(Cl)cc1);C[NH2+]Cc1cccc(OC)c1OCc1ccc(Cl)cc1
O=C(Nc1c(F)cccc1F)*;C(Oc1cccc(Cl)c1);O=C(COc1cccc(Cl)c1)Nc1c(F)cccc1F
COc1ccccc1C(=O)OC*;C(=O)(Nc1ccc(N(C)C)cc1);COc1ccccc1C(=O)OCC(=O)Nc1ccc(N(C)C)cc1
Cc1cc(Br)ccc1N*;C(=O)(c1cccc(Br)c1);Cc1cc(Br)ccc1NC(=O)c1cccc(Br)c1
O=C(CCn1c(=O)sc2ccccc12)N*;C(CCc1ccccc1);O=C(CCn1c(=O)sc2ccccc21)NCCCc1ccccc1
O=C(COc1cccc(Cl)c1)*;N(c1nc2ccccc2s1);O=C(COc1cccc(Cl)c1)Nc1nc2ccccc2s1
Cc1csc(=O)n1CC(=O)N*;C(c1ccc(Cl)cc1Cl);Cc1csc(=O)n1CC(=O)NCc1ccc(Cl)cc1Cl
Cc1nn(-c2ccccc2)c(C)c1CN*;C(=O)(c1cccc(F)c1);Cc1nn(-c2ccccc2)c(C)c1CNC(=O)c1cccc(F)c1
Cc1ccc(N*)cc1C;C([C@H](O)[C@@H](O)[C@H](O)CO);Cc1ccc(NC[C@H](O)[C@@H](O)[C@H](O)CO)cc1C
CCNC(=O)N(C[C@H]1CCCO1)*;C(c1ccc(CC)cc1);CCNC(=O)N(Cc1ccc(CC)cc1)C[C@H]1CCCO1
C[C@H]1CCCC[C@H]1NC(=O)CO*;C(=O)(c1ccc(OC(F)F)cc1);C[C@H]1CCCC[C@H]1NC(=O)COC(=O)c1ccc(OC(F)F)cc1
C[NH+](C)[C@H](CN*)c1ccccc1;C(=O)(c1ccccc1Cl);C[NH+](C)[C@H](CNC(=O)c1ccccc1Cl)c1ccccc1
COc1cc(C(C)=O)ccc1OC*;C(=O)(Nc1ccc(F)cc1C);COc1cc(C(C)=O)ccc1OCC(=O)Nc1ccc(F)cc1C
N#Cc1ccccc1NC(=O)C*;S(c1nnc(-c2cccs2)n1N);N#Cc1ccccc1NC(=O)CSc1nnc(-c2cccs2)n1N
CNc1ccccc1C(=O)O*;C(C(=O)c1ccc(C)cc1);CNc1ccccc1C(=O)OCC(=O)c1ccc(C)cc1
CC(=O)N[C@H](C*)c1ccccc1;C(=O)(Nc1ccc(C)cc1);CC(=O)N[C@H](CC(=O)Nc1ccc(C)cc1)c1ccccc1
O=C([O-])c1ccccc1*;C(=O)(c1ccc(Br)cc1);O=C([O-])c1ccccc1C(=O)c1ccc(Br)cc1
O=C(NCc1ccccc1)*;C(c1ccc(Cl)c(Cl)c1);O=C(Cc1ccc(Cl)c(Cl)c1)NCc1ccccc1
O=C(OCCC*)c1ccncc1;N(C1=NS(=O)(=O)c2ccccc21);O=C(OCCCNC1=NS(=O)(=O)c2ccccc21)c1ccncc1
CNC(=O)c1nn(C)cc1N*;C(=O)(c1cc(C)c(C)s1);CNC(=O)c1nn(C)cc1NC(=O)c1cc(C)c(C)s1
O=C(Nc1ccc2c3c(cccc13)CC2)*;C(Sc1ccc(F)cc1);O=C(CSc1ccc(F)cc1)Nc1ccc2c3c(cccc13)CC2
Cc1c(*)c(=O)n(-c2ccccc2)n1C;N(C(=O)CCCC(=O)[O-]);Cc1c(NC(=O)CCCC(=O)[O-])c(=O)n(-c2ccccc2)n1C
CCN(Cc1nccn1*)C(=O)C(C)C;C(c1ccc(Cl)c(Cl)c1);CCN(Cc1nccn1Cc1ccc(Cl)c(Cl)c1)C(=O)C(C)C
CSc1ccccc1NC(=O)CO*;C(=O)(c1[nH]c(=O)[nH]c(=O)c1N);CSc1ccccc1NC(=O)COC(=O)c1[nH]c(=O)[nH]c(=O)c1N
CC[C@@H](C(=O)*)c1ccccc1;N(c1ccc(C)c(C)c1);CC[C@@H](C(=O)Nc1ccc(C)c(C)c1)c1ccccc1
C[C@@H](Sc1n[nH]c(N)n1)*;C(=O)(OC1CCCCC1);C[C@@H](Sc1n[nH]c(N)n1)C(=O)OC1CCCCC1
CCN(CC)S(=O)(=O)CCN*;C(=O)(c1ccc(F)cc1);CCN(CC)S(=O)(=O)CCNC(=O)c1ccc(F)cc1
CC(=O)c1ccccc1OC*;C(=O)(Nc1ccc(C)c(C)c1);CC(=O)c1ccccc1OCC(=O)Nc1ccc(C)c(C)c1
COc1ccccc1C[NH+](C)[C@H](C)*;C(=O)(NCC1CCCCC1);COc1ccccc1C[NH+](C)[C@H](C)C(=O)NCC1CCCCC1
O=C(CO*)Nc1ccc2c(c1)OCO2;C(=O)(COc1ccccc1);O=C(COC(=O)COc1ccccc1)Nc1ccc2c(c1)OCO2
CCc1ccc(OC(=O)*)cc1;N(C(C)(C(F)(F)F)C(F)(F)F);CCc1ccc(OC(=O)NC(C)(C(F)(F)F)C(F)(F)F)cc1
O=C([O-])C[C@@H](Cc1ccc(Cl)cc1)*;C(=O)(Nc1ccccc1);O=C([O-])C[C@@H](Cc1ccc(Cl)cc1)C(=O)Nc1ccccc1
O=C(c1cccc(C(F)(F)F)c1)*;N(c1ccc2[nH]ncc2c1);O=C(Nc1ccc2[nH]ncc2c1)c1cccc(C(F)(F)F)c1
O=C(c1cc2cc(Br)ccc2oc1=O)*;N(CCc1ccccc1);O=C(NCCc1ccccc1)c1cc2cc(Br)ccc2oc1=O
CCOC(=O)c1ccccc1*;N(C(=O)CSc1nc(C)cs1);CCOC(=O)c1ccccc1NC(=O)CSc1nc(C)cs1
